job_id,title,company,location,is_remote,salary,salary_min,salary_max,job_type,category,skills,skill_count,description,posted_date,url,tags,source
remoteok_1130663,Lead Native Android Developer LATAM Workstate,Workstate,Remote,True,,,,Full-time,,,0,"Workstate seeks a Lead Native Android Developer to join our talented team! If your passion lies in creating high-quality mobile applications and your goal is to foster collaborative teamwork and continuous learning, you'll thrive at Workstate. Please mention the word **REJUVENATED** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-lead-native-android-developer-latam-workstate-workstate-1130663,"developer, mobile, lead, android, digital nomad",remoteok
remoteok_1130662,AI Product Manager,Tether Operations Limited,Remote,True,,,,Full-time,,"aws, azure, gcp, go",4,"Join Tether and Shape the Future of Digital Finance At Tether, weâre not just building products, weâre pioneering a global financial revolution. Our cutting-edge solutions empower businessesâfrom exchanges and wallets to payment processors and ATMsâto seamlessly integrate reserve-backed tokens across blockchains. By harnessing the power of blockchain technology, Tether enables you to store, send, and receive digital tokens instantly, securely, and globally, all at a fraction of the cost. Transparency is the bedrock of everything we do, ensuring trust in every transaction. Innovate with Tether Tether Finance: Our innovative product suite features the worldâs most trusted stablecoin, USDT , relied upon by hundreds of millions worldwide, alongside pioneering digital asset tokenization services. But thatâs just the beginning: Tether Power: Driving sustainable growth, our energy solutions optimize excess power for Bitcoin mining using eco-friendly practices in state-of-the-art, geo-diverse facilities. Tether Data: Fueling breakthroughs in AI and peer-to-peer technology, we reduce infrastructure costs and enhance global communications with cutting-edge solutions like KEET , our flagship app that redefines secure and private data sharing. Tether Education : Democratizing access to top-tier digital learning, we empower individuals to thrive in the digital and gig economies, driving global growth and opportunity. Tether Evolution : At the intersection of technology and human potential, we are pushing the boundaries of what is possible, crafting a future where innovation and human capabilities merge in powerful, unprecedented ways. Why Join Us? Our team is a global talent powerhouse, working remotely from every corner of the world. If youâre passionate about making a mark in the fintech space, this is your opportunity to collaborate with some of the brightest minds, pushing boundaries and setting new standards. Weâve grown fast, stayed lean, and secured our place as a leader in the industry. If you have excellent English communication skills and are ready to contribute to the most innovative platform on the planet, Tether is the place for you. Are you ready to be part of the future? About the job The goal of a Product Manager is to bridge the gap between technical capabilities and business objectives, focusing on the technical aspects of product development. They work closely with engineering teams to define product roadmaps, prioritize features based on market research and customer needs, and ensure the successful delivery of technical products and services. In doing so, they manage the product vision, identify and mitigate potential risks, and maintain alignment with overall business requirements. About the challenge In this role, you will lead the vision, strategy, and execution of a GPU-accelerated cloud services platform designed to empower data scientists, developers, and enterprises to build, train, and deploy AI/ML models at scale â while supporting the growth of the P2P AI ecosystem. Weâre seeking an experienced Technical Product Manager with a strong bias for action and measurable outcomes â someone who combines deep expertise in AI/ML technologies, cloud infrastructure, and product management with the drive to establish market leadership across strategic verticals. This is a great opportunity for an experienced product leader: with a strong product-led growth mindset who wants to take their career to the next level, and move from contributing to a product area to having full ownership over the building, scaling and success of an entire new product and service lines with experience in the field of AI / ML that goes beyond consumer level and into the core of how modern AI systems behave who understands the intricacies of software and hardware to the extent that he/she can actively engage with highly-technical stakeholdersÂ a team leader who has had close contact with operations and feels capable to work with people in all facets of a product a high-agency individual who can actively set internal and external goals, team culture and liaise effectively and directly with executive management and other departments to achieve them Optionally, would be good to have crossed paths with crypto before, either as a user or professional, and can demonstrate a decent understanding of its mechanics Responsibilities Product Vision & Strategy: Define and champion the long-term vision for a Cloud Services Platform (CSP) across IaaS, PaaS, and SaaS models. Align product direction with company objectives and industry trends to maintain a competitive edge and deliver sustained value. Ownership and Leadership: Own and manage a comprehensive product roadmap, prioritizing features and enhancements that drive impact. Collaborate closely with engineering and cross-functional teams to ensure successful delivery of products and services. Build strong relationships with executives, partners, and industry influencers to foster strategic alliances and advocate for the platformâs growth. Customer-Centric Focus: Engage directly with engineers, data scientists, and researchers to identify niche market opportunities, maximize value delivery, and ensure seamless product experiences that resonate with technical users. Ecosystem Expansion: Partner with other Tether teams to design and scale a centralized, privacy-preserving, and resilient infrastructure layer for P2P networks - strengthening the broader P2P ecosystem. Go-To-Market Strategy: Independently develop and execute launch plans in coordination with marketing and expansion teams. Drive positioning, messaging, and market-entry strategies that establish the platform as a key player in select AI/ML CSP niches. Performance Tracking: Define and monitor KPIs for product engagement, customer satisfaction, and platform performance to ensure continuous optimization and alignment with success metrics. B2B Orientation: Collaborate with enterprise customers to distinguish between users and decision-makers, ensuring that both receive tailored value propositions and measurable business outcomes. 7+ years of product management experience, with at least 3 years as a technical product manager for AI infrastructure products that include: Building or managing AI platform services involving model training, fine-tuning, inference optimization and quantization workflows Direct experience with GPU resource management and ML framework infrastructure (beyond API consumption of foundation models) Experience interacting with cloud platform services, such as AWS, Azure or GCP across their multiple offerings Familiarity with AI-specific cloud platform services, such as TogetherAI, ScaleAI,Â Databricks or AWS SageMaker, at least from a consumer standpoint and strong understanding of underlying technologies Demonstrated understanding of ML model architectures, training dynamics, and optimization techniques Past experience in high-growth organizations Proven track-record of successful product launches Exceptional leadership, communication, prioritization and team-building skills Ability to engage and evangelize a product vision to both highly-technical and non-technical stakeholders alike Degree in engineering, physical sciences or closely related fields Skilled in defining, tracking, and reporting on product KPIs to measure success Important information for candidates Recruitment scams have become increasingly common. To protect yourself, please keep the following in mind when applying for roles: Apply only through our official channels. Â We do not use third-party platforms or agencies for recruitment unless clearly stated. All open roles are listed on our official careers page:Â https://tether.recruitee.com/ Verify the recruiterâs identity. Â All our recruiters have verified LinkedIn profiles. If youâre unsure, you can confirm their identity by checking their profile or contacting us through our website. Be cautious of unusual communication methods. Â We do not conduct interviews over WhatsApp, Telegram, or SMS. All communication is done through official company emails and platforms. Double-check email addresses. Â All communication from us will come from emails ending inÂ @ tether.to orÂ @ tether.io We will never request payment or financial details. Â If someone asks for personal financial information or payment at any point during the hiring process, it is a scam. Please report it immediately. When in doubt, feel free to reach out through our official website. Please mention the word **REFINED** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-ai-product-manager-tether-operations-limited-1130662,"manager, design, saas, crypto, bitcoin, training, technical, software, growth, financial, fintech, cloud, api, leader, management, lead, ops, operations, marketing, engineering, recruitment, executive, digital nomad",remoteok
remoteok_1130656,Senior Manager Platform Architecture,Temporal Technologies,United States,True,,,,Full-time,,,0,"About Us Temporal is an open source programming model that can simplify code, make applications more reliable, and help developers focus on the important things like delivering features faster. We are on a mission to be the reliable foundation of every developerâs toolbox, and are building the team that will make that happen. Our values guide us âthey are present in how we show up, make decisions, and work together to make an impact. We're curious, driven, collaborative, genuine and humble. Temporal is growing and we are looking for those who share our values, challenge 'standard' thinking, and want to influence our future. If you have a passion for improving the developer experience, building world-class open-source software and communities, and want to be a part of our amazing team, we'd love to hear from you! Summary Join our team as Senior Manager, Platform Architecture , where you'll play a pivotal role in pioneering a new post-sales technical function at Temporal. We are building the Platform Architecture organization to own the path from purchase to safe, scalable production for our customers. In this position, you'll build and scale this function globally, defining how we run customers in production consistently and ensuring clear ownership across Sales, Support, Services, and Engineering. You'll raise the bar for what ""customer success"" means in a reliability-first company, empowering you to substantially impact how Temporal grows. This is a career-defining opportunity to shape a function that converts production success into long-term adoption and expansion. What You'll Do Build and Lead the Platform Architecture Organization Hire, coach, and develop a team of high-performing Platform Architects Establish clear role boundaries, career paths, and operating standards Set expect Please mention the word **ALLURING** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-senior-manager-platform-architecture-temporal-technologies-1130656,"manager, technical, developer, software, lead, senior, digital nomad",remoteok
remoteok_1130655,Jr Social Media Manager,Keywords Studios,Remote,True,,,,Full-time,,,0,"Please note that DMM will only contact you using email addresses that end in .com. We have been made aware that someone may be using aliases such asÂ careers@digitalmediamanagement.usÂ to contact individuals as part of an apparent scam. Those individuals are not affiliated with DMM, so we do not recommend interacting with that email alias, or any others that do not end in .com should you receive email correspondence that claims to be from us. If you have any questions or concerns, please do not hesitate to contact us atÂ careers@digitalmediamanagement.com. Digital Media Management (DMM), a Keywords Studios company, is a leading full-service digital agency, content studio and incubator specializing in social-first, âalways-entertainingâ marketing. DMM works with movie studios, television networks, streaming services and consumer brands to create groundbreaking social media campaigns via fan activations, innovative content creation, results-driven paid media planning, and strategic influencer-brand partnerships. We are looking for aÂ Jr. Social Media ManagerÂ to join our fun and growing TV & streaming division. The junior manager will partner with their team to oversee social accounts and create innovative and engaging social media campaigns for a prominent broadcast TV client. Our ideal person has experience developing social strategies, building out content calendars, tailored copywriting, and engaging with audiences on social media channels. Your Impact Manage innovative and engaging social media campaigns Ideate social media content buckets and creative Post content to all social media channels Facilitate community management on all social media channels Build out content calendars and create a timeline for each campaign Write creative copy and adjust voice/tone as needed Administer reporting and analytics Your Experience Experience working within the social media space, preferably within an agency environment Experience working across social campaigns in entertainment or TVÂ Experience posting on all platforms, as well as best practices for each (TikTok, Instagram, Facebook, Twitter/X, Reddit) Ability to juggle multiple tasks and still meet deadlines Strong copywriting skills Excellent interpersonal and client communication/presentation skills Ability to collaborate and work as part of a team Your Availability M-F: 9am-6pm PST with some flexibility to rarely work weekends for one or few hours Benefits Salary: $ 19,000-27,000 MXN Monthly (based on experience) Gross (before taxes) Law Benefits. 2 days off. After 3 months of employment: Medical expenses insurance. Saving funds. Grocery tickets Company culture you ask?Â Our company culture is casual, fun, and empowering. There is a lot of room for growth in this role! Thatâs right, no glass ceiling and room to learn. Digital Media Management is an equal opportunity employer. We work together to create a space that fosters diversity and inclusion across race, color, gender, sexual orientation, gender identity/expression, disability, age, national origin, and veteran status. Our diversity strategy is simple: grow a team of creative, innovative, passionate people from varied backgrounds to produce best-in-class digital campaigns. Please mention the word **EARNESTLY** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-jr-social-media-manager-keywords-studios-1130655,"manager, copywriting, growth, strategy, management, content, junior",remoteok
remoteok_1130654,Forward Deployed Engineer,"Runpod, Inc.","Remote, Emea",True,,,,Full-time,,machine learning,1,"Runpod is pioneering the future of AI and machine learning, offering cutting-edge cloud infrastructure for full-stack AI applications. Founded in 2022, we are a rapidly growing, well-funded company with a remote-first organization spread globally. Our mission is to create a foundational platform for developers to build and run custom AI systems that scale. Join us as we shape the future of AI. As part of the Revenue Team, you'll work closely with customers, the sales team, the product team, the engineering team and the support team to ensure a seamless and delightful Runpod experience. Your role will focus on providing technical insights, resolving challenges, and building trust with customers. Our team is dedicated to delivering exceptional solutions and fostering collaboration across functions to make the platform as smooth and efficient as possible. We are seeking a full-time, remote Forward Deployed Engineer to support the growth of our cloud platform. This role ensures customers experience seamless operations, addressing technical challenges, guiding onboarding, and collaborating with engineering and sales teams. Ideal candidates combine technical expertise with strong communication skills to enhance customer satisfaction and improve our platform. You'll play a key role in solving technical challenges, shaping the customer experience, and driving product improvements. By building strong customer relationships and collaborating across teams, your contributions will directly enhance operational efficiency, customer satisfaction, and the success of Runpod. Responsibilities: Participate in sales meetings with customers, explain Runpod's specific technologies, provide architectural recommendations, and build proof-of-concept solutions to support onboarding for potential high-spending customers. Troubleshoot and resolve critical or complex technical issues escalated by customers, including those related to configuration, performance, functionality, compatibility, or code errors in Runpod's products or services. Utilize various tools and methods, such as code analysis, scripting for testing, log analysis and remote access, to identify root causes and deliver solutions or workarounds. Communicate effectively with customers and internal teams, including engineering, sales, supply and product management teams, to ensure customer satisfaction and integrate valuable feedback. Assist the support team in troubleshooting and resolving escalated technical ticket Please mention the word **VIBRANTLY** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-forward-deployed-engineer-runpod-inc-1130654,"full-stack, technical, support, growth, code, cloud, management, operational, sales, engineer, engineering",remoteok
remoteok_1130651,Backend Developer,AutoDS,Remote,True,,,,Full-time,,"flask, python, sql",3,"At AutoDS , recently acquired by Fiverr, we're revolutionizing the eCommerce world by providing innovative tools that empower online sellers globally. As a fast-growing company, we're looking for talented individuals who are passionate about technology, eCommerce, and making a real impact. If you're ready to join a dynamic team and thrive in a collaborative, fast-paced environment, we'd love to hear from you! AutoDS is looking for a Backend Developer to join us! At AutoDS, we're transforming the world of e-commerce by automating and simplifying the entire dropshipping process. Our platform empowers sellers by automating every step from product sourcing to order fulfillment. We're focused on making e-commerce accessible and efficient, letting sellers spend less time managing orders and more time growing their businesses. Join AutoDS and be part of a team that's pioneering the future of e-commerce and innovation! As a Backend Developer, you will play a pivotal role in driving the success of an exciting and groundbreaking e-commerce project. We're looking for a forward-thinking individual who thrives on solving complex challenges and is passionate about elevating their work to new heights. Key Responsibilities Contribute to the development and maintenance of the company's core product. Enhance and extend Flask-based back-end services. Design and implement integrations with internal and external APIs. Advocate for and uphold best coding practices, delivering high-quality, scalable solutions. Take part in maintaining production reliability through a shared on-call rotation.(Pager Duty) Required Skills and Qualifications Hard Skills: Proven expertise in Python with 4+ years of hands-on experience. Proficiency in at least one additional object-oriented programming language. Solid experience with SQL and database management. Exper Please mention the word **WHOA** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-06,https://remoteOK.com/remote-jobs/remote-backend-developer-autods-1130651,"developer, back-end, python, reliability, backend, ecommerce, e-commerce, digital nomad",remoteok
remoteok_1130650,Senior Data Analyst,Velir,Remote,True,,,,Full-time,,data modeling,1,"Velir is an established mid-sized agency with a top-tier portfolio of clients, ranging from the world's largest non-profits to Fortune 500 brands. As of 2023, Velir acquired Brooklyn Data Company, a premier data and analytics consultancy focused on leadership, process improvement, implementation, and advanced analytics. At Velir, we believe people are our greatest asset. Our culture is built on a foundation of trust, collaboration, and continued improvement. We strive for excellence in everything we do, embracing challenges as opportunities for growth. Our success is driven by a shared passion for making a positive impact on our customers, our communities and each other. We are a remote first company that offers competitive pay and excellent benefits. Overview Senior Data Analysts play a pivotal role in helping our client organizations extract valuable insights from their data to make informed decisions and drive business improvements. As senior-level individual contributors, responsibilities span from data strategy and data modeling to data analysis and visualization. Our senior data analysts work closely with clients to understand their specific business requirements to tailor data analytics solutions to meet those needs. This may also include recommending and implementing the right data analytics tools, platforms, and technologies for clients' needs. Because our clients are mostly US-based organizations, we look for professional proficiency in English, verbally and in writing. Responsibilities Data Analytics Expertise: This role is responsible for leveraging structured data to identify patterns and use reports and visualizations to summarize them for strategic decision-making. Yo Please mention the word **NOBLE** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-senior-data-analyst-velir-1130650,"analyst, consultancy, strategy, senior, analytics",remoteok
remoteok_1130649,Staff Full Stack Engineer Contacts,Calendly,Remote (Us),True,,,,Full-time,,go,1,"Whatâs in it for you? Ready to make a serious impact? Millions of people already rely on Calendly, and weâre still in the midst of exciting product growth â itâs a fantastic time to join us. Everything youâll work on here will accelerate your career to the next level. If you want to learn, grow, and do the best work of your life alongside the best people youâve ever worked with, then we hope youâll consider allowing Calendly to be a part of your professional journey. About the team & opportunity Calendlyâs Contacts team is building a system that turns contacts data into a rich, reliable system of record and unlocks new engagement workflows for our customers. We own the core contact data model, ingestion and enrichment pipelines, and the experiences that make it easy for users to act on their relationships across Calendly. Weâre taking a 0 - 1 product to its next phase of maturity, scale, and innovation. That means evolving our architecture, hardening our platform, and rapidly iterating on new AI-powered workflows that help solopreneurs and teams turn meetings into meaningful relationships. Youâll report to an Engineering Director in Contacts and partner closely with other team leaders in driving our Contacts technical strategy. Why do we need you? Weâre looking for a Staff Engineer who can: Own critical parts of our Contacts stack end-to-end, from technical design to rollout and ongoing reliability. Guide the evolution from early-stage architecture to a scalable, well-instrumented, multi-tenant system that other teams can safely build on. Lead big, cross-cutting â0â1 to 1â100â initiatives in partnership with Product, Design, and other Engineering teams Raise the technical bar for the team through mentoring, eng leadership, and high-quality execution. A day in the life of an Staff Engineer at Calendly On a typical day, you will: Design and evolve services and data models for contacts and relationships that can support new workflows and downstream consumers. Drive decisions around our APIs, eventing, and data flows to keep Contacts a reliable system of record. Own complex, high-impact projects (e.g., new ingestion pipelines, enrichment features, or contact-centric workflows) from technical discovery through launch and iterative improvement. Break down ambiguous problem spaces into clear milestones and incremental, ship-as-you-go plans. Provide technical leadership across squads and workstreams, helping teams make good tradeoffs on performance, reliability, and complexity. Mentor senior and mid-level engineers, review design docs and PRs, and codify best practices in testing, observability, and production readiness. Collaborate with PMs and designers to translate customer problems into pragmatic solutions, especially for solopreneurs and small teams adopting CRM for the first time. Help define MVP scopes, instrumentation, and learning loops so we can move fast without compromising Please mention the word **RAPID** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-staff-full-stack-engineer-contacts-calendly-1130649,"design, system, technical, support, growth, director, lead, senior, engineer, engineering, digital nomad",remoteok
remoteok_1130648,UX UI Designer,The Real Deal,Remote,True,,,,Full-time,,,0,"This is a freelance, hourly contract role working on a project basis Job Details: We are seeking a UX/UI designer who can improve usability, spacing, hierarchy and clarity across product pages, dashboards and marketing surfaces. This role is not purely visual. The ideal candidate understands product thinking, user flows and conversion optimization, and can translate business goals into clean, intuitive interfaces. You will collaborate closely with product and development to refine layouts, improve navigation clarity and create a more modern, cohesive design system. Responsibilities Audit existing TRD Data and website pages for usability and design inconsistencies Improve spacing, typography hierarchy and visual clarity Redesign key product landing pages and dashboard entry points Help simplify navigation and highlight product features more effectively Create Figma files that are organized and developer ready Establish basic design system guidelines including spacing rules, typography scale and component patterns Iterate based on feedback from product leadership Suggest UX improvements based on user behavior and engagement patterns Provide guidance on improving subscription conversion through layout and messaging clarity Qualifications 4+ years experience in UX/UI design Strong portfolio demonstrating clean, modern SaaS or data product design Experience designing dashboards or data-heavy interfaces Strong understanding of layout systems, spacing principles and typography Highly proficient in Figma Ability to work within an existing brand and improve it without reinventing everything Comfortable collaborating with product and engineering teams Nice to have: Experience with media, publishing or B2B products Familiarity with analytics-driven design decisions \n \n Who We Are: The Real Deal is the largest real-estate news outlet in the US, reaching millions of professionals daily through our media channels. We have received 60+ awards for editorial excellence over the past six years, including the General Excellence award from the Society of Business Writers and Editors. Quantcast rates us among the 300-most visited sites in the US and the website with the wealthiest audience and one of the most educated. As a publication, The Real Deal is to real estate what Variety is to entertainment or what Politico is to Beltway politics â a plugged-in news outlet that is read by the entire industry. We are an equal opportunity employer and value diversity at our company. We do not discriminate based on race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We partner with our employees to support diversity and inclusion in the workplace and through higher education programs supporting rising journalists. Please mention the word **EXALTATION** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-ux-ui-designer-the-real-deal-1130648,"ui, ux, designer, support, education",remoteok
remoteok_1130647,Accountant,Hologram,Remote,True,,,,Full-time,,go,1,"About Hologram Hologram is building the future of IoT connectivity, delivering internet access to millions of connected devices worldwide. We process over 5 billion transactions per month across our global infrastructureâthis isn't just another app, it's the invisible backbone powering everything from fleet tracking to smart city infrastructure. We tackle challenges of scale, reliability, and performance that few companies face. What Makes a Hologrammer? We look for people with insatiable curiosity and an uncompromising commitment to excellence. Hologrammers are the type who dig deeper when something feels off, ask 'why' before 'how,' and aren't satisfied until the work is airtight. You'll love working here if you: Value ownership of outcomes: You're the person who notices when something doesn't add up and can't let it go not because you're a perfectionist, but because you understand what's downstream if you do. Turn ambiguity into answers: You know some questions don't have a lookup. You sit with them, work through them methodically, and come back with something defensible and compliant. Relentlessly pursue growth: You're always looking for a better way, and when you find one you don't keep it to yourself. You grow with the company, pick up new tools quickly, and leave things better than you found them. About this role Reporting to the Sr. Manager of Accounting, the Accountant will own the timely recording of all financial transactions and the production of monthly GAAP-compliant financial statements in a fast-growing SaaS company. This role takes direct ownership of the monthly close process, with revenue recognition as its most critical and largest monthly deliverable, and will play a key role in ERP implementation, billing/collections, and contract review. This is an opportunity to grow alongside the company and have meaningful impact as the organization scales. Role Responsibilities Financial Reporting & Accounting Operations Own the monthly close process, including journal entries and balance sheet reconciliations, and partner cross functionally to ensure accurate recording of monthly revenue (ASC 606) and inventory (ASC 330). Research emerging accounting and reporting issues to ensure compliance with U.S. GAAP Lead Accounting process improvement initiatives as the company grows, including ongoing development of Standard Operating Procedures (SOPs) and identification of automation opportunities Partner with business units to ensure financial accounta Please mention the word **FINELY** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-accountant-hologram-1130647,"accountant, saas, manager, accounting, financial, go",remoteok
remoteok_1130646,Staff Accountant,1upHealth,Remote (Us),True,,,,Full-time,,,0,"About 1upHealth At 1upHealth, we're on a mission to unlock health data and empower the future of healthcare through modern, cloud-native data infrastructure and interoperability. We build a platform that enables payers, providers, and digital health companies to ingest, normalize, and exchange clinical and claims data at scale; securely, reliably, and with strong compliance foundations. We are a remote-first U.S. company with a culture focused on collaboration, transparency, and meaningful impact. About the Role The Staff Accountant will support core accounting functions including accounts payable, accounts receivable, general ledger accounting, cash management, and month-end close. This role plays a key part in maintaining accurate financial records, supporting audits and tax preparation, and ensuring timely and reliable accounting processes. The ideal candidate thrives in a startup environment, enjoys improving processes, and is collaborative, proactive, and eager to learn. Key Responsibilities Prepare bank, credit card, and balance sheet reconciliations and maintain appropriate supporting documentation Support monthly, quarterly, and year-end close activities, including preparation of journal entries and supporting schedules Maintain close checklists and ensure timely completion of assigned close tasks Enter and maintain sales orders based on executed contracts and order forms Review customer contracts for billing terms, pricing, billing frequency, and revenue start dates Generate and distribute customer invoices accurately and on schedule Apply customer payments, reconcile accounts receivable balances, and monitor AR aging Assist with collections and respond to customer billing inquiries in coordination with internal teams Process vendor invoices, corporate card transactions, and employee expense reports in accordance with company policies Manage vendor setup and maintain organized accounts payable documentation Assist with payroll and benefits accounting support, including payroll-related journal entries and accruals Support audit, tax, and other external requests by compiling schedules, reports, and documentation Main Please mention the word **TROPHY** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-staff-accountant-1uphealth-1130646,"accountant, support, accounting, payroll, financial, sales, health, healthcare, non tech",remoteok
remoteok_1130645,Senior Software Engineer React,Creative Chaos,Remote,True,,,,Full-time,,"javascript, react",2,"Job Summary A Senior Software Engineer for React is an associate at Creative Chaos who is mainly responsible for developing front-end web client applications for various software platforms. A software engineer makes sure that the functionality, security and performance of the client application is as per the design and is completely bug free. Senior engineers have a responsibility to mentor their juniors and build team strength through training. Duties & Responsibilities Analyze business requirements Estimate assigned tasks Write code and unit tests Collaborate with other team members Tune your code for enhanced security and performance Maintain systems by fixing any existing issues Update issue tracking software Provide status updates Communicate with client Control versions of your code Research new technologies Lead a team of software engineers Mentor team members through training and guidance Upgrade skills and knowledge Evaluate candidates for open positions Minimum Bachelors in Computer Science/Software Engineering or equivalent. Minimum 3-5 years of related experience in professional industry Strong communication skills Strong proficiency in JavaScript technologies Knowledge and experience of developing user interfaces with HTML and CSS Knowledge and experience of developing applications with ReactJS, Redux and Context Knowledge and experience of design systems such as Material-UI or Atomize etc. Understanding of accessibility standards and security compliances Experience with writing unit tests and ensuring the minimum 90% test coverage Knowledge of and experience with Github, JIRA and other collaboration tools Basic understanding of back-end technologies Flexible attitude and versatile personality Strong presentation skills Strong influence among team members Paid Time Off Remote Job Health Insurance OPD Training and Development Please mention the word **EXHILARATION** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-senior-software-engineer-react-creative-chaos-1130645,"react, software, design, jira, front-end, back-end, security, training, test, code, web, javascript, html, senior, engineer, engineering, digital nomad",remoteok
remoteok_1130644,Mandarin Interpreter S,Two95 International Inc.,Remote,True,,,,Full-time,,,0,"Mandarin Interpreter (English & Mandarin) Work From Home â Malaysia 12-Month Contract (Renewable) Night Shift | Scheduled Rotations Job Overview As aÂ Mandarin Interpreter, you will support real-time communication between English and Mandarin speakers. You will interpret live phone conversations covering: Customer service Healthcare & insurance Government & utilities Travel-related matters Emergency services (including 911 calls) This is aÂ fully remoteÂ role requiring a quiet and secure workspace at home. Working Hours 8 hours/day + 1-hour break 40 hours/week Night shift Start times vary betweenÂ 8 PM â 12 AM Shift rotation every 3 months 2 rotating off-days weekly Must be able to work on public holidays (24/7 operation) Fluent inÂ EnglishÂ (reading, speaking, writing) Fluent inÂ MandarinÂ (reading, speaking, writing) Willing to work night shifts (rotational) Quiet & secure home workspace Must be located in Malaysia Own a smartphone (Android 12+ / iOS 15+)Â orÂ a laptop with updated OS Hourly Rate: RM30 per hour SOCSO + EPF (Malaysia) Overtime pay 14 days sick leave 12 days annual leave Malaysia & US public holiday entitlement 3-week paid daytime training 4-week night mentoring allowance Send your CV to: sharme@two95hrhub.com WhatsApp:Â 010-9354516 Please mention the word **SIGNIFICANT** and tag RNzIuNDkuMjMxLjcx when applying to show you read the job post completely (#RNzIuNDkuMjMxLjcx). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2026-03-05,https://remoteOK.com/remote-jobs/remote-mandarin-interpreter-s-two95-international-inc-1130644,"ios, support",remoteok
